loan_id,application_id,customer_id,disbursement_date,loan_amount,current_loan_status,total_principal_paid,total_interest_paid,remaining_balance,last_payment_date,next_payment_date,days_past_due,default_flag,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio,customer_name,age,employment_status,length_of_employment_years,annual_income,housing_status,city,state,join_date,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months,nsf_count
LOAN0000073,APP0000140,CUST003398,2023-07-20,11805.08,Fully Paid,7726.49,931.84,4078.59,2024-09-02,2024-10-02,0,0,2022-04-24,Major Purchase,11805.08,36,Approved,Disbursed,20.3,13.83,John Patel,57.0,Retired,0.0,60284.0,Mortgage,Phoenix,AZ,2018-12-06,725.0,7.0,7.0,0.0,45.55,329.0,2.0,0.0
LOAN0000074,APP0000142,CUST001939,2024-12-16,5198.9,Current,2993.19,294.31,2205.71,2026-06-04,2026-07-04,5,0,2024-03-11,Credit Card Refinancing,5198.9,60,Approved,Disbursed,22.28,15.27,Robert Sharma,53.0,Employed,8.64,31144.55,Own,Dallas,TX,2018-09-28,524.0,12.0,14.0,0.0,71.97,241.0,3.0,1.0
LOAN0000075,APP0000144,CUST003281,2023-12-06,7076.09,Current,4166.45,886.33,2909.64,2025-03-15,2025-04-14,0,0,2024-10-04,Major Purchase,7076.09,36,Approved,Disbursed,21.41,25.91,Karen Mehta,29.0,Employed,2.45,132588.12,Mortgage,Phoenix,AZ,2016-10-09,736.0,11.0,6.0,1.0,16.91,79.0,0.0,0.0
LOAN0000076,APP0000145,CUST003852,2022-09-23,10400.75,Current,9770.92,1475.22,629.83,2023-05-30,2023-06-29,0,0,,Credit Card Refinancing,10400.75,36,Approved,Disbursed,6.05,4.92,Mary Gonzalez,45.0,Employed,6.1,259746.58,Own,Chicago,IL,2015-08-21,809.0,7.0,8.0,0.0,49.52,212.0,0.0,0.0
LOAN0000077,APP0000147,CUST000924,2024-07-29,7559.24,In Grace Period,4956.56,1136.12,2602.68,2026-09-23,2026-10-23,0,0,2023-07-26,Debt Consolidation,7559.24,60,Approved,Disbursed,13.45,17.28,Ramesh Gonzalez,31.0,Employed,1.13,87645.89,Mortgage,El Paso,Texas,2020-06-20,593.0,14.0,13.0,0.0,14.48,99.0,0.0,0.0
LOAN0000078,APP0000148,CUST000646,2022-03-17,26858.24,Charged-Off,2299.65,401.78,24558.59,2023-05-16,2023-06-15,44,1,2023-08-07,Credit Card Refinancing,26858.24,36,Approved,Disbursed,22.52,,Anil Singh,36.0,Employed,3.08,,Mortgage,Chicago,IL,2017-08-11,645.0,9.0,14.0,0.0,15.8,291.0,0.0,6.0
LOAN0000079,APP0000149,CUST003772,2023-01-19,39031.31,Current,35327.7,7273.7,3703.61,2024-10-01,2024-10-31,0,0,2025-03-25,Credit Card Refinancing,39031.31,36,Approved,Disbursed,14.79,8.43,Linda Patel,34.0,Employed,9.6,49995.01,Mortgage,Louisville,KY,2017-10-01,710.0,9.0,2.0,0.0,50.51,43.0,0.0,0.0
LOAN0000080,APP0000150,CUST004532,2023-09-27,2558.78,Current,2551.44,216.8,7.34,2025-03-18,2025-04-17,20,0,2025-03-22,Debt Consolidation,2558.78,36,Approved,Disbursed,5.61,3.87,Kiran Miller,51.0,Employed,3.59,38867.26,Own,Fort Worth,TX,2017-02-23,681.0,4.0,5.0,0.0,25.08,96.0,1.0,0.0
LOAN0000081,APP0000152,CUST000993,2024-10-18,63164.82,Fully Paid,62296.23,14981.61,868.59,2026-10-19,2026-11-18,0,0,,Small Business,63164.82,36,Approved,Disbursed,14.33,,Barbara Shah,37.0,Employed,10.47,20725.2,Rent,Dallas,TX,2020-03-22,813.0,18.0,9.0,0.0,8.02,101.0,2.0,0.0
LOAN0000082,APP0000153,CUST003273,2022-07-11,14755.88,Current,13689.44,1681.26,1066.44,,2022-08-17,0,0,2023-04-22,Debt Consolidation,14755.88,36,Approved,Disbursed,13.56,29.81,Anil Singh,50.0,Unemployed,0.0,28731.61,Mortgage,Dallas,Texas,2017-06-04,714.0,3.0,2.0,0.0,28.72,12.0,3.0,2.0
LOAN0000083,APP0000155,CUST004753,2025-09-06,8509.93,Fully Paid,6703.2,648.83,1806.73,2027-10-29,2027-11-28,0,0,2023-11-22,Debt Consolidation,8509.93,60,Approved,Disbursed,21.98,20.37,Priya Anderson,37.0,Retired,0.0,54857.45,Rent,Austin,TX,2020-02-03,624.0,24.0,1.0,0.0,27.3,236.0,3.0,0.0
LOAN0000084,APP0000156,CUST001105,2025-09-17,31286.94,Current,16144.97,3453.02,15141.97,2027-03-10,2027-04-09,0,0,2023-05-23,Debt Consolidation,31286.94,60,Approved,Disbursed,13.99,18.22,Sneha Reddy,53.0,Self-Employed,2.21,52301.96,Mortgage,Baltimore,Maryland,2016-11-03,595.0,17.0,9.0,0.0,16.46,224.0,0.0,0.0
LOAN0000085,APP0000157,CUST004894,2024-03-30,9187.88,Current,8277.64,707.67,910.24,2025-11-06,2025-12-06,0,0,2024-06-02,Credit Card Refinancing,9187.88,60,Approved,Disbursed,23.5,18.81,Charles Lopez,38.0,Employed,0.63,92396.3,Rent,Chicago,IL,31/08/2019,699.0,14.0,6.0,0.0,25.78,84.0,4.0,0.0
LOAN0000086,APP0000159,CUST003632,2024-01-12,11731.74,Fully Paid,7861.17,1925.1,3870.57,,2024-08-29,5,0,,Debt Consolidation,11731.74,60,Approved,Disbursed,8.5,,William Gupta,32.0,Employed,1.94,63350.74,Rent,Jacksonville,FL,2016-07-07,834.0,12.0,13.0,0.0,30.42,356.0,1.0,0.0
LOAN0000087,APP0000160,CUST003054,2024-09-16,9102.99,Current,7827.98,417.89,1275.01,2026-02-18,2026-03-20,10,0,,Home Improvement,9102.99,36,Approved,Disbursed,6.63,8.48,Jennifer Davis,30.0,Unemployed,0.0,63679.27,Rent,Charlotte,NC,2019-11-23,705.0,23.0,6.0,0.0,39.36,170.0,0.0,0.0
LOAN0000088,APP0000161,CUST002932,2023-04-17,30593.76,Fully Paid,20000.81,1581.9,10592.95,2024-03-28,2024-04-27,0,0,2022-09-30,Credit Card Refinancing,30593.76,36,Approved,Disbursed,14.99,35.54,James Kumar,,Employed,7.31,68581.8,Mortgage,Washington,DC,2018-12-03,595.0,21.0,1.0,1.0,46.07,201.0,0.0,1.0
LOAN0000089,APP0000162,CUST000371,2023-06-29,69648.53,Current,64097.13,5015.38,5551.4,2024-03-05,2024-04-04,20,0,2024-02-05,Debt Consolidation,69648.53,60,Approved,Disbursed,20.51,24.67,Neha Jones,40.0,Self-Employed,1.85,,Own,San Francisco,CA,2019-06-23,587.0,17.0,7.0,0.0,45.45,324.0,1.0,0.0
LOAN0000090,APP0000163,CUST002581,2022-09-23,18354.09,Fully Paid,9222.07,1835.5,9132.02,2024-12-31,2025-01-30,0,0,2022-06-03,Credit Card Refinancing,18354.09,36,Approved,Disbursed,25.14,,John Shah,44.0,Employed,2.51,28001.71,Own,Portland,OR,2021-03-02,615.0,6.0,12.0,0.0,10.94,117.0,5.0,0.0
LOAN0000091,APP0000165,CUST002322,2024-11-01,38773.17,Fully Paid,27238.77,5081.92,11534.4,2026-09-03,2026-10-03,20,0,2025-01-16,Home Improvement,38773.17,36,Approved,Disbursed,23.76,8.22,Linda Nair,49.0,Self-Employed,1.44,68081.89,Rent,Atlanta,GA,27/10/2020,659.0,12.0,14.0,0.0,34.24,176.0,0.0,0.0
LOAN0000092,APP0000166,CUST002843,2024-08-18,10389.03,Fully Paid,6111.61,1187.22,4277.42,2026-09-26,2026-10-26,0,0,2025-12-28,Major Purchase,10389.03,60,Approved,Disbursed,24.97,11.6,Pooja Smith,57.0,Unemployed,0.0,60822.26,Mortgage,Miami,FL,2020-08-07,692.0,21.0,12.0,1.0,16.06,348.0,0.0,0.0
LOAN0000093,APP0000167,CUST002493,2024-09-22,13641.68,Current,8822.51,1044.04,4819.17,2026-07-28,2026-08-27,20,0,2022-03-01,Small Business,13641.68,36,Approved,Disbursed,23.17,9.89,Neha Jones,34.0,Retired,0.0,73011.19,Own,Seattle,Washington,2019-07-16,798.0,23.0,10.0,1.0,32.4,239.0,1.0,0.0
LOAN0000094,APP0000169,CUST004613,2023-01-07,20515.78,Current,19985.15,3389.57,530.63,,2023-08-16,0,0,2022-05-26,Credit Card Refinancing,20515.78,60,Approved,Disbursed,8.12,14.74,Patricia Martinez,57.0,Employed,10.46,31141.35,Rent,Minneapolis,MN,2021-11-06,602.0,3.0,7.0,0.0,38.88,320.0,0.0,0.0
LOAN0000095,APP0000170,CUST004877,2022-04-14,6729.51,Late (16-30 days),4177.61,846.12,2551.9,,2024-05-16,0,0,2025-11-18,Debt Consolidation,6729.51,60,Approved,Disbursed,15.15,31.57,Vikram Brown,23.0,Unemployed,0.0,,Rent,Austin,TX,11/03/2017,673.0,12.0,3.0,0.0,4.54,26.0,0.0,0.0
LOAN0000096,APP0000171,CUST001598,2025-01-04,27925.26,Current,23809.13,1769.27,4116.13,2027-02-05,2027-03-07,0,0,2022-06-01,Debt Consolidation,27925.26,36,Approved,Disbursed,13.11,13.57,David Kumar,64.0,Unemployed,0.0,155511.89,Mortgage,Sacramento,CA,2020-12-20,793.0,16.0,14.0,1.0,59.61,135.0,1.0,0.0
LOAN0000097,APP0000173,CUST000560,2022-04-19,16773.68,Current,10371.88,1631.8,6401.8,2023-11-07,2023-12-07,0,0,2024-07-25,Credit Card Refinancing,16773.68,36,Approved,Disbursed,17.73,26.19,Deepa Shah,34.0,Self-Employed,7.61,81337.33,Rent,Indianapolis,IN,2019-01-02,567.0,22.0,12.0,1.0,51.97,176.0,3.0,0.0
LOAN0000098,APP0000178,CUST004601,2023-12-11,9757.07,Current,6319.7,552.4,3437.37,2026-01-21,2026-02-20,0,0,,Major Purchase,9757.07,60,Approved,Disbursed,9.72,16.19,Linda Gupta,37.0,Employed,1.98,51942.3,Own,Chicago,IL,2016-12-03,633.0,2.0,6.0,0.0,79.62,340.0,0.0,0.0
LOAN0000099,APP0000180,CUST001813,2024-03-01,33041.52,Fully Paid,18476.22,2534.82,14565.3,2025-03-06,2025-04-05,0,0,2024-06-14,Home Improvement,33041.52,36,Approved,Disbursed,11.47,9.29,Joseph Jones,59.0,Self-Employed,0.4,273271.7,Own,Fort Worth,TX,2020-01-28,745.0,14.0,1.0,0.0,19.47,250.0,0.0,0.0
LOAN0000100,APP0000181,CUST002978,2022-11-25,4655.1,Current,2636.71,537.35,2018.39,2024-07-15,2024-08-14,0,0,,Credit Card Refinancing,4655.1,60,Approved,Disbursed,9.69,15.12,Barbara Williams,29.0,Self-Employed,5.24,27193.6,Rent,Oklahoma City,OK,2015-12-30,675.0,17.0,8.0,0.0,28.51,358.0,0.0,0.0
LOAN0000101,APP0000182,CUST004306,2024-02-25,19392.85,Current,14782.54,2917.0,4610.31,,2024-08-16,0,0,2023-05-15,Small Business,19392.85,36,Approved,Disbursed,10.69,30.25,Pooja Jones,22.0,Employed,1.74,189725.72,Rent,San Diego,CA,2019-04-03,735.0,3.0,13.0,0.0,48.25,45.0,4.0,0.0
LOAN0000102,APP0000185,CUST001364,2022-04-08,11156.6,Current,7017.35,1201.04,4139.25,2023-10-08,2023-11-07,0,0,2022-09-29,Major Purchase,11156.6,36,Approved,Disbursed,21.54,18.16,Anjali Gupta,28.0,Employed,0.58,30821.27,Rent,Denver,CO,2016-07-30,507.0,17.0,4.0,0.0,43.98,222.0,3.0,0.0
LOAN0000103,APP0000187,CUST002332,2022-02-22,18753.24,Fully Paid,15987.53,3530.02,2765.71,2024-07-22,2024-08-21,0,0,2022-07-31,Credit Card Refinancing,18753.24,36,Approved,Disbursed,6.46,14.13,Michael Garcia,39.0,Self-Employed,1.46,76229.95,Rent,Nashville,TN,2021-12-05,629.0,12.0,2.0,0.0,34.8,188.0,4.0,0.0
LOAN0000104,APP0000189,CUST001437,2025-07-08,21935.31,Fully Paid,11656.38,1769.48,10278.93,2027-12-23,2028-01-22,20,0,2023-02-07,Credit Card Refinancing,21935.31,36,Approved,Disbursed,25.5,13.62,John Patel,37.0,Employed,0.43,50469.59,Rent,Las Vegas,NV,2020-02-19,607.0,24.0,2.0,0.0,22.45,58.0,2.0,0.0
LOAN0000105,APP0000190,CUST002594,2024-06-15,16410.61,Fully Paid,10432.54,1596.16,5978.07,,2026-01-11,0,0,2023-07-27,Home Improvement,16410.61,36,Approved,Disbursed,8.93,23.07,Patricia Patel,40.0,Employed,7.78,33796.26,Mortgage,Fort Worth,TX,2016-06-18,665.0,23.0,9.0,0.0,33.93,28.0,0.0,0.0
LOAN0000106,APP0000192,CUST004131,2022-08-04,9083.23,Fully Paid,7634.84,468.5,1448.39,2023-06-02,2023-07-02,0,0,2024-05-16,Debt Consolidation,9083.23,36,Approved,Disbursed,18.12,14.55,Vikram Jones,37.0,Employed,3.01,,Rent,Memphis,TN,2021-10-09,693.0,16.0,4.0,1.0,7.56,188.0,0.0,0.0
LOAN0000107,APP0000195,CUST001489,2025-09-25,8024.2,Current,4076.7,740.01,3947.5,2028-03-07,2028-04-06,0,0,2024-12-28,Credit Card Refinancing,8024.2,36,Approved,Disbursed,5.73,33.07,Priya Hernandez,22.0,Retired,0.0,107486.48,Own,Milwaukee,WI,2015-12-31,740.0,22.0,2.0,0.0,24.88,359.0,0.0,0.0
LOAN0000108,APP0000198,CUST000734,2023-02-04,11916.39,Current,11286.12,2499.27,630.27,2023-02-19,2023-03-21,5,0,,Debt Consolidation,11916.39,36,Approved,Disbursed,21.88,7.5,Charles Rao,22.0,Employed,5.51,54171.55,Own,Sacramento,California,15/04/2015,675.0,20.0,10.0,2.0,51.84,124.0,1.0,0.0
LOAN0000109,APP0000199,CUST000200,2024-06-26,4907.81,Fully Paid,4074.76,620.07,833.05,2025-08-18,2025-09-17,20,0,2024-03-04,Debt Consolidation,4907.81,36,Approved,Disbursed,7.0,24.7,Thomas Jones,26.0,Employed,2.68,133324.0,Mortgage,New York,NY,2016-01-21,740.0,16.0,14.0,0.0,47.34,27.0,0.0,1.0
LOAN0000110,APP0000200,CUST001978,2023-07-18,29816.21,In Grace Period,18730.69,2225.92,11085.52,2024-04-12,2024-05-12,5,0,2025-06-04,Debt Consolidation,29816.21,60,Approved,Disbursed,8.6,,Barbara Lopez,51.0,Employed,8.92,47530.4,Mortgage,San Francisco,CA,2015-04-06,528.0,11.0,6.0,0.0,32.88,247.0,0.0,0.0
LOAN0000111,APP0000201,CUST004409,2023-03-10,74210.47,Fully Paid,71150.72,16295.42,3059.75,2025-01-29,2025-02-28,10,0,2022-08-21,Credit Card Refinancing,74210.47,60,Approved,Disbursed,22.24,11.22,Sarah Rao,46.0,Employed,0.95,49052.01,Own,Fort Worth,TX,2021-03-21,700.0,8.0,7.0,0.0,55.95,47.0,1.0,1.0
LOAN0000112,APP0000206,CUST002600,2022-08-11,33191.55,Current,17197.97,3312.08,15993.58,2024-11-25,2024-12-25,0,0,2022-06-18,Credit Card Refinancing,33191.55,60,Approved,Disbursed,23.07,41.5,Vikram Smith,34.0,Employed,1.85,75809.36,Mortgage,Miami,FL,2019-06-17,730.0,4.0,1.0,0.0,32.82,333.0,1.0,0.0
LOAN0000113,APP0000207,CUST000537,2023-12-19,22999.36,Fully Paid,15244.91,1140.08,7754.45,2024-10-28,2024-11-27,20,0,2022-11-19,Home Improvement,22999.36,60,Approved,Disbursed,8.99,6.9,Anjali Kumar,29.0,Employed,3.61,57591.87,Rent,Indianapolis,IN,2015-04-26,508.0,2.0,13.0,0.0,28.58,33.0,1.0,0.0
LOAN0000114,APP0000210,CUST000949,2022-01-25,14085.02,Late (16-30 days),10586.61,1717.62,3498.41,2022-05-12,2022-06-11,0,0,2024-12-26,Credit Card Refinancing,14085.02,36,Approved,Disbursed,15.94,18.74,Deepa Smith,39.0,Employed,3.4,81620.68,Own,Tucson,AZ,20/04/2021,631.0,3.0,7.0,1.0,23.1,73.0,0.0,0.0
LOAN0000115,APP0000211,CUST004347,2023-03-06,3081.64,Fully Paid,2668.89,156.71,412.75,2023-05-26,2023-06-25,0,0,,Debt Consolidation,3081.64,36,Approved,Disbursed,16.94,17.37,Ramesh Lopez,39.0,Self-Employed,0.48,26503.86,Rent,Sacramento,CA,2018-03-10,,20.0,13.0,0.0,23.55,177.0,4.0,0.0
LOAN0000116,APP0000212,CUST001843,2022-06-12,12590.3,Current,12480.38,2396.24,109.92,2022-06-17,2022-07-17,0,0,2022-12-19,Credit Card Refinancing,12590.3,60,Approved,Disbursed,21.4,21.27,William Kumar,33.0,Self-Employed,5.85,63694.08,Mortgage,Oklahoma City,OK,06/06/2017,694.0,8.0,14.0,0.0,15.23,143.0,0.0,0.0
LOAN0000117,APP0000214,CUST003072,2022-04-07,10313.8,Current,5817.03,540.12,4496.77,2023-06-15,2023-07-15,0,0,,Home Improvement,10313.8,60,Approved,Disbursed,24.18,16.39,John Sharma,60.0,Employed,23.0,110818.88,Rent,Fresno,CA,2021-03-26,613.0,7.0,6.0,0.0,34.45,347.0,3.0,0.0
LOAN0000118,APP0000215,CUST003012,2023-06-20,17562.95,Late (16-30 days),11205.54,580.23,6357.41,2024-04-11,2024-05-11,0,0,2022-02-06,Home Improvement,17562.95,36,Approved,Disbursed,17.02,9.48,Linda Sharma,55.0,Retired,0.0,79538.94,Mortgage,Portland,OR,2015-07-10,556.0,14.0,8.0,0.0,17.84,120.0,2.0,0.0
LOAN0000119,APP0000217,CUST001014,2022-07-02,5143.89,Fully Paid,4774.38,801.71,369.51,2024-06-20,2024-07-20,20,0,2023-06-28,Credit Card Refinancing,5143.89,36,Approved,Disbursed,6.19,17.72,Robert Johnson,31.0,Retired,0.0,31396.88,Mortgage,Memphis,TN,2018-02-14,667.0,23.0,9.0,0.0,22.71,265.0,4.0,0.0
LOAN0000120,APP0000219,CUST002369,2024-08-28,13325.53,Current,6855.64,1044.79,6469.89,2026-12-16,2027-01-15,0,0,2023-08-27,Small Business,13325.53,60,Approved,Disbursed,15.34,21.02,Vikram Shah,26.0,Employed,0.29,96706.98,Rent,Tucson,AZ,2017-07-13,704.0,4.0,3.0,0.0,22.48,38.0,5.0,0.0
LOAN0000121,APP0000221,CUST004504,2025-02-02,16668.21,Current,13873.93,1735.59,2794.28,2026-06-12,2026-07-12,5,0,2025-11-04,Major Purchase,16668.21,60,Approved,Disbursed,7.89,3.99,Sarah Nair,44.0,Self-Employed,6.05,48211.25,Own,Washington,DC,20/05/2017,695.0,17.0,11.0,0.0,35.74,273.0,3.0,0.0
LOAN0000122,APP0000224,CUST002846,2022-10-15,22643.21,Current,11907.74,1239.49,10735.47,2025-01-02,2025-02-01,0,0,,Credit Card Refinancing,22643.21,36,Approved,Disbursed,10.37,9.42,James Wilson,26.0,Employed,9.05,39140.27,Rent,Oklahoma City,OK,2020-02-03,681.0,4.0,11.0,0.0,51.16,74.0,3.0,1.0
LOAN0000123,APP0000227,CUST001627,2022-02-06,17800.64,Current,15344.5,3756.62,2456.14,2023-12-08,2024-01-07,10,0,,Home Improvement,17800.64,36,Approved,Disbursed,20.08,23.83,Neha Williams,34.0,Employed,12.17,55680.62,Rent,Jacksonville,FL,2016-12-16,781.0,20.0,5.0,0.0,34.07,195.0,0.0,0.0
LOAN0000124,APP0000228,CUST002025,2025-10-10,17984.22,Late (31-120 days),6833.96,739.92,11150.26,2027-05-21,2027-06-20,176,1,2025-09-06,Small Business,17984.22,36,Approved,Disbursed,6.08,14.09,Karen Mehta,22.0,Unemployed,0.0,107183.02,Own,El Paso,TX,10/10/2020,651.0,7.0,6.0,0.0,54.14,132.0,0.0,12.0
LOAN0000125,APP0000229,CUST002214,2025-06-26,13893.0,Current,7911.95,825.56,5981.05,2027-03-10,2027-04-09,0,0,2024-07-13,Debt Consolidation,13893.0,36,Approved,Disbursed,23.23,21.39,Jennifer Martinez,34.0,Employed,4.69,33241.06,Own,Miami,FL,2016-04-01,669.0,10.0,11.0,1.0,28.61,39.0,0.0,0.0
LOAN0000126,APP0000230,CUST002931,2025-06-27,7200.08,Charged-Off,1270.71,316.04,5929.37,2026-02-09,2026-03-11,314,1,2023-02-27,Debt Consolidation,7200.08,60,Approved,Disbursed,10.11,21.47,Jessica Patel,50.0,Employed,0.27,39029.95,Rent,Atlanta,GA,2016-09-22,632.0,14.0,12.0,1.0,18.12,70.0,2.0,13.0
LOAN0000127,APP0000232,CUST004865,2024-12-16,9242.33,Current,9242.26,1225.33,0.07,2025-04-20,2025-05-20,5,0,2023-07-26,Debt Consolidation,9242.33,36,Approved,Disbursed,26.69,19.77,David Rao,39.0,Employed,7.66,71970.97,Rent,New York,NY,2017-07-04,674.0,9.0,4.0,2.0,49.55,201.0,2.0,0.0
LOAN0000128,APP0000238,CUST000264,2025-06-24,24803.22,In Grace Period,19463.61,1467.31,5339.61,2027-03-05,2027-04-04,10,0,2023-06-07,Credit Card Refinancing,24803.22,60,Approved,Disbursed,23.5,28.96,Sarah Shah,27.0,Employed,0.46,45295.11,Rent,New York,NY,2018-04-04,606.0,19.0,11.0,1.0,35.4,8.0,1.0,1.0
LOAN0000129,APP0000239,CUST003470,2022-10-09,16981.18,In Grace Period,13508.32,3072.85,3472.86,2024-12-28,2025-01-27,0,0,2023-11-14,Debt Consolidation,16981.18,36,Approved,Disbursed,7.27,7.31,Lisa Nair,37.0,Retired,0.0,69648.77,Mortgage,Charlotte,NC,2019-05-27,681.0,24.0,2.0,0.0,44.27,308.0,0.0,0.0
LOAN0000130,APP0000240,CUST000230,2024-10-19,18717.7,Fully Paid,15154.67,2791.72,3563.03,2025-11-17,2025-12-17,0,0,2022-10-29,Debt Consolidation,18717.7,36,Approved,Disbursed,22.26,12.37,Michael Martinez,48.0,Retired,0.0,76793.15,Own,San Antonio,Texas,2015-04-29,663.0,9.0,14.0,0.0,33.33,204.0,0.0,0.0
LOAN0000131,APP0000242,CUST001164,2024-03-25,18114.9,Fully Paid,12528.22,1470.69,5586.68,,2025-12-26,0,0,,Debt Consolidation,18114.9,36,Approved,Disbursed,24.64,20.5,Lisa Brown,22.0,Self-Employed,3.19,20022.37,Own,Denver,CO,2019-12-18,793.0,15.0,14.0,1.0,56.14,280.0,2.0,0.0
LOAN0000132,APP0000244,CUST000652,2025-03-15,7143.06,Fully Paid,3744.51,382.65,3398.55,2026-12-02,2027-01-01,10,0,2022-01-23,Major Purchase,7143.06,36,Approved,Disbursed,17.64,26.28,Mary Miller,53.0,Employed,12.38,25194.25,Rent,San Jose,CA,2021-08-18,753.0,24.0,2.0,2.0,14.76,265.0,5.0,0.0
LOAN0000133,APP0000246,CUST003134,2023-07-20,3418.18,Fully Paid,2772.67,437.25,645.51,2024-10-01,2024-10-31,0,0,2025-08-28,Credit Card Refinancing,3418.18,60,Approved,Disbursed,14.57,13.72,Pooja Brown,57.0,Self-Employed,3.26,37570.84,Rent,Boston,MA,2017-09-09,693.0,6.0,7.0,0.0,10.58,154.0,2.0,0.0
LOAN0000134,APP0000247,CUST001959,2022-11-25,10234.12,Fully Paid,6112.2,1200.22,4121.92,2024-06-22,2024-07-22,0,0,2023-10-13,Debt Consolidation,10234.12,36,Approved,Disbursed,23.9,14.12,Thomas Gonzalez,52.0,Employed,4.13,32882.88,Own,Sacramento,CA,2017-07-02,752.0,6.0,3.0,0.0,39.82,216.0,0.0,0.0
LOAN0000135,APP0000250,CUST002327,2024-02-14,7458.21,Fully Paid,5800.52,1436.63,1657.69,2024-09-05,2024-10-05,0,0,2025-04-17,Credit Card Refinancing,7458.21,36,Approved,Disbursed,22.39,25.2,Sarah Nair,26.0,Employed,3.17,148697.56,Mortgage,Memphis,TN,21/08/2018,618.0,14.0,1.0,1.0,27.0,143.0,0.0,0.0
LOAN0000136,APP0000252,CUST003248,2022-07-01,62577.51,Fully Paid,50048.38,10490.34,12529.13,2023-03-22,2023-04-21,10,0,2022-07-03,Credit Card Refinancing,62577.51,36,Approved,Disbursed,13.52,,Pooja Brown,31.0,Employed,5.24,31207.76,Own,Omaha,NE,2020-01-25,711.0,16.0,14.0,2.0,39.39,319.0,0.0,0.0
LOAN0000137,APP0000253,CUST003619,2025-08-05,30490.85,Fully Paid,20102.53,1116.81,10388.32,2027-12-17,2028-01-16,10,0,2023-01-29,Debt Consolidation,30490.85,60,Approved,Disbursed,17.64,7.5,Anil Singh,54.0,Employed,1.32,51811.22,Mortgage,Oklahoma City,OK,2017-01-18,782.0,21.0,12.0,1.0,50.13,286.0,0.0,0.0
LOAN0000138,APP0000254,CUST003355,2023-06-04,9797.74,Fully Paid,5090.57,278.3,4707.17,2024-04-17,2024-05-17,20,0,2025-05-15,Debt Consolidation,9797.74,36,Approved,Disbursed,17.87,22.28,Karen Sharma,32.0,Employed,8.67,56581.44,Mortgage,Boston,MA,2021-11-03,610.0,7.0,2.0,0.0,30.74,330.0,0.0,0.0
LOAN0000139,APP0000256,CUST004964,2024-12-02,31814.83,Fully Paid,30932.75,5518.01,882.08,2025-01-08,2025-02-07,0,0,2023-04-09,Debt Consolidation,31814.83,60,Approved,Disbursed,15.12,15.75,Michael Mehta,43.0,Self-Employed,2.13,53684.73,Mortgage,Tucson,Arizona,2016-08-23,662.0,8.0,3.0,0.0,25.27,272.0,4.0,1.0
LOAN0000140,APP0000257,CUST000386,2025-06-30,27646.0,Fully Paid,15845.6,2261.12,11800.4,2026-01-11,2026-02-10,0,0,2023-05-04,Home Improvement,27646.0,60,Approved,Disbursed,18.9,27.06,Arjun Lopez,41.0,Employed,0.09,53249.25,Own,San Jose,CA,2017-09-30,850.0,7.0,14.0,0.0,29.87,168.0,0.0,0.0
LOAN0000141,APP0000258,CUST001771,2024-07-01,12739.45,Current,10754.77,1652.01,1984.68,2025-09-09,2025-10-09,20,0,,Debt Consolidation,12739.45,60,Approved,Disbursed,26.19,0.84,Sunita Sharma,40.0,Employed,3.62,117483.88,Mortgage,Sacramento,CA,2018-11-22,715.0,15.0,1.0,0.0,40.89,208.0,1.0,0.0
LOAN0000142,APP0000259,CUST003599,2022-10-07,22357.92,Fully Paid,19936.71,4522.0,2421.21,2023-02-10,2023-03-12,0,0,2024-06-13,Major Purchase,22357.92,36,Approved,Disbursed,11.93,27.9,Pooja Mehta,44.0,Employed,14.18,27799.09,Mortgage,Atlanta,GA,2016-04-11,673.0,2.0,3.0,2.0,10.31,55.0,1.0,0.0
LOAN0000143,APP0000261,CUST001763,2025-11-16,5236.68,In Grace Period,4762.05,255.09,474.63,2027-02-12,2027-03-14,0,0,2023-03-10,Home Improvement,5236.68,60,Approved,Disbursed,7.06,41.6,Rahul Sharma,40.0,Employed,4.59,70170.9,Mortgage,Philadelphia,PA,2015-03-22,727.0,24.0,13.0,0.0,12.27,173.0,2.0,0.0
LOAN0000144,APP0000264,CUST004343,2025-01-24,13598.31,Fully Paid,9392.96,1925.06,4205.35,2027-02-27,2027-03-29,0,0,2025-03-13,Debt Consolidation,13598.31,36,Approved,Disbursed,11.29,3.02,Amit Anderson,63.0,Retired,0.0,105441.96,Own,Seattle,WA,13/10/2016,678.0,10.0,2.0,0.0,27.75,26.0,2.0,1.0
LOAN0000145,APP0000266,CUST001258,2022-10-02,34095.96,Current,33441.43,5121.42,654.53,2024-04-24,2024-05-24,10,0,,Debt Consolidation,34095.96,36,Approved,Disbursed,6.41,11.5,Amit Martinez,45.0,Unemployed,0.0,112441.88,Own,Omaha,NE,2018-03-17,725.0,5.0,13.0,3.0,23.14,337.0,2.0,0.0
